! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
289	Uruguay faciocardiomusculoskeletal syndrome	OMIM:300280	1/8661	0.00%	-10.03
290	Neurodevelopmental disorder with growth impairment, quadriparesis, and poor or absent speech	OMIM:621354	1/8661	0.00%	-10.033
291	Noonan syndrome 7	OMIM:613706	1/8661	0.00%	-10.047
292	Mitochondrial complex IV deficiency, nuclear type 2	OMIM:604377	1/8661	0.00%	-10.066
293	Dyggve-Melchior-Clausen disease	OMIM:223800	1/8661	0.00%	-10.107
294	Myopathy, congenital, compton-north	OMIM:612540	1/8661	0.00%	-10.119
295	Hypomandibular faciocranial dysostosis	OMIM:241310	1/8661	0.00%	-10.141
296	Spondyloepiphyseal dysplasia congenita	OMIM:183900	1/8661	0.00%	-10.151
297	Mucopolysaccharidosis VII	OMIM:253220	1/8661	0.00%	-10.164
298	Osteogenesis imperfecta, type X	OMIM:613848	1/8661	0.00%	-10.168
299	Cutis laxa, autosomal recessive, type ID	OMIM:620780	1/8661	0.00%	-10.169
300	Aminopterin syndrome sine aminopterin	OMIM:600325	1/8661	0.00%	-10.199
301	Ohdo syndrome	OMIM:249620	1/8661	0.00%	-10.201
302	Microphthalmia, syndromic 9	OMIM:601186	1/8661	0.00%	-10.229
303	Macrocephaly, alopecia, cutis laxa, and scoliosis	OMIM:613075	1/8661	0.00%	-10.254
304	Neurodevelopmental disorder with behavioral abnormalities and childhood onset spastic paraplegia	OMIM:621382	1/8661	0.00%	-10.273
305	Hardikar syndrome	OMIM:301068	1/8661	0.00%	-10.277
306	Short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920	1/8661	0.00%	-10.283
307	Aortic aneurysm, familial thoracic 9	OMIM:616166	1/8661	0.00%	-10.305
308	Khan-Khan-Katsanis syndrome	OMIM:618460	1/8661	0.00%	-10.323
309	Mosaic variegated aneuploidy syndrome 2	OMIM:614114	1/8661	0.00%	-10.33
310	Rhizomelic chondrodysplasia punctata, type 2	OMIM:222765	1/8661	0.00%	-10.35
311	Agenesis of the corpus callosum with peripheral neuropathy	OMIM:218000	1/8661	0.00%	-10.358
312	Chromosome 17q12 deletion syndrome	OMIM:614527	1/8661	0.00%	-10.411
313	Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities	OMIM:618089	1/8661	0.00%	-10.412
314	Mucolipidosis III gamma	OMIM:252605	1/8661	0.00%	-10.43
315	Nestor-Guillermo progeria syndrome	OMIM:614008	1/8661	0.00%	-10.462
316	Seckel syndrome 11	OMIM:620767	1/8661	0.00%	-10.464
317	Potocki-Lupski syndrome	OMIM:610883	1/8661	0.00%	-10.467
318	Alpha-thalassemia/impaired intellectual development syndrome	OMIM:301040	1/8661	0.00%	-10.491
319	Malan syndrome	OMIM:614753	1/8661	0.00%	-10.504
320	Chromosome 5q12 deletion syndrome	OMIM:615668	1/8661	0.00%	-10.539
321	Developmental and epileptic encephalopathy 100	OMIM:619777	1/8661	0.00%	-10.573
322	Wrinkly skin syndrome	OMIM:278250	1/8661	0.00%	-10.575
323	Trichorhinophalangeal syndrome, type I	OMIM:190350	1/8661	0.00%	-10.582
324	Primrose syndrome	OMIM:259050	1/8661	0.00%	-10.616
325	Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities	OMIM:619383	1/8661	0.00%	-10.62
326	Stevenson-Carey syndrome	OMIM:611961	1/8661	0.00%	-10.641
327	Jacobsen syndrome	OMIM:147791	1/8661	0.00%	-10.653
328	Aortic aneurysm, familial thoracic 12	OMIM:619825	1/8661	0.00%	-10.654
329	Congenital myopathy 20	OMIM:620310	1/8661	0.00%	-10.728
330	Biliary, renal, neurologic, and skeletal syndrome	OMIM:619534	1/8661	0.00%	-10.75
331	Singleton-Merten syndrome 1	OMIM:182250	1/8661	0.00%	-10.811
332	Pseudotrisomy 13 syndrome	OMIM:264480	1/8661	0.00%	-10.811
333	Wieacker-Wolff syndrome	OMIM:314580	1/8661	0.00%	-10.827
334	Arthrogryposis, distal, with impaired proprioception and touch	OMIM:617146	1/8661	0.00%	-10.854
335	Duane-Radial ray syndrome	OMIM:607323	1/8661	0.00%	-10.865
336	Hypotonia, infantile, with psychomotor retardation and characteristic facies 3	OMIM:616900	1/8661	0.00%	-10.892
337	Microphthalmia, syndromic 1	OMIM:309800	1/8661	0.00%	-10.9
338	Pan-Chung-Bellen syndrome	OMIM:621049	1/8661	0.00%	-10.922
339	Cardiac valvular defect, developmental	OMIM:212093	1/8661	0.00%	-10.931
340	Coffin-siris syndrome 6	OMIM:617808	1/8661	0.00%	-10.967
341	Mandibuloacral dysplasia progeroid syndrome	OMIM:619127	1/8661	0.00%	-10.974
342	Beemer lethal malformation syndrome	OMIM:209970	1/8661	0.00%	-10.983
343	Cole-Carpenter syndrome 2	OMIM:616294	1/8661	0.00%	-11.003
344	Arthrogryposis, distal, type 2B	OMIM:601680	1/8661	0.00%	-11.007
345	Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1	OMIM:617877	1/8661	0.00%	-11.017
346	Cohen-Gibson syndrome	OMIM:617561	1/8661	0.00%	-11.036
347	Kaufman oculocerebrofacial syndrome	OMIM:244450	1/8661	0.00%	-11.069
348	Spondyloocular syndrome	OMIM:605822	1/8661	0.00%	-11.08
349	Neuroocular syndrome	OMIM:619539	1/8661	0.00%	-11.081
350	Congenital contractures of the limbs and face, hypotonia, and developmental delay	OMIM:616266	1/8661	0.00%	-11.086
351	Sifrim-Hitz-Weiss syndrome	OMIM:617159	1/8661	0.00%	-11.092
352	Basal cell nevus syndrome	OMIM:109400	1/8661	0.00%	-11.094
353	Frontoocular syndrome	OMIM:605321	1/8661	0.00%	-11.095
354	Microcephalic osteodysplastic primordial dwarfism, type I	OMIM:210710	1/8661	0.00%	-11.104
355	Multicentric osteolysis, nodulosis, and arthropathy	OMIM:259600	1/8661	0.00%	-11.108
356	Noonan syndrome 13	OMIM:619087	1/8661	0.00%	-11.132
357	Atelosteogenesis, type I	OMIM:108720	1/8661	0.00%	-11.138
358	Stickler syndrome, type II	OMIM:604841	1/8661	0.00%	-11.145
359	Kabuki syndrome 2	OMIM:300867	1/8661	0.00%	-11.147
360	Holoprosencephaly 2	OMIM:157170	1/8661	0.00%	-11.156
361	Noonan syndrome-like with loose anagen hair 1	OMIM:607721	1/8661	0.00%	-11.168
362	Congenital myopathy 13	OMIM:255995	1/8661	0.00%	-11.172
363	Cardiofaciocutaneous syndrome 4	OMIM:615280	1/8661	0.00%	-11.185
364	Branchial arch abnormalities, choanal atresia, athelia, hearing loss, and hypothyroidism syndrome	OMIM:620186	1/8661	0.00%	-11.19
365	Chilton-Okur-Chung neurodevelopmental syndrome	OMIM:619841	1/8661	0.00%	-11.199
366	Cutis laxa, autosomal recessive, type IIB	OMIM:612940	1/8661	0.00%	-11.223
367	Chromosome 6pter-p24 deletion syndrome	OMIM:612582	1/8661	0.00%	-11.234
368	Pancreatic agenesis and congenital heart defects	OMIM:600001	1/8661	0.00%	-11.252
369	Neurodevelopmental disorder with dysmorphic facies and thin corpus callosum	OMIM:619480	1/8661	0.00%	-11.284
370	Temtamy syndrome	OMIM:218340	1/8661	0.00%	-11.289
371	Heterotaxy, visceral, 14	OMIM:621080	1/8661	0.00%	-11.293
372	Arthrogryposis and ectodermal dysplasia	OMIM:601701	1/8661	0.00%	-11.3
373	Mohr syndrome	OMIM:252100	1/8661	0.00%	-11.303
374	Cleidocranial dysplasia	OMIM:119600	1/8661	0.00%	-11.32
375	Osteoglophonic dysplasia	OMIM:166250	1/8661	0.00%	-11.328
376	Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	OMIM:615419	1/8661	0.00%	-11.347
377	Diamond-Blackfan anemia 1	OMIM:105650	1/8661	0.00%	-11.376
378	Microcephaly, facial dysmorphism, renal agenesis, and ambiguous genitalia syndrome	OMIM:618142	1/8661	0.00%	-11.457
379	Congenital myopathy 22A, classic	OMIM:620351	1/8661	0.00%	-11.476
380	Pallister-Hall-like syndrome	OMIM:241800	1/8661	0.00%	-11.49
381	Craniolenticulosutural dysplasia	OMIM:607812	1/8661	0.00%	-11.5
382	Verheij syndrome	OMIM:615583	1/8661	0.00%	-11.503
383	Mucopolysaccharidosis, type II	OMIM:309900	1/8661	0.00%	-11.526
384	Short-rib thoracic dysplasia 12	OMIM:269860	1/8661	0.00%	-11.531
385	Helsmoortel-van der Aa syndrome	OMIM:615873	1/8661	0.00%	-11.545
386	Robinow syndrome, autosomal dominant 1	OMIM:180700	1/8661	0.00%	-11.557
387	Neurodevelopmental disorder with motor abnormalities, seizures, and facial dysmorphism	OMIM:620719	1/8661	0.00%	-11.573
388	Constricting bands, congenital	OMIM:217100	1/8661	0.00%	-11.584
389	Intellectual developmental disorder, autosomal dominant 57	OMIM:618050	1/8661	0.00%	-11.587
390	Cerebral arteriopathy, autosomal recessive, with subcortical infarcts and leukoencephalopathy 1	OMIM:621295	1/8661	0.00%	-11.601
391	Neurofibromatosis-Noonan syndrome	OMIM:601321	1/8661	0.00%	-11.622
392	Vici syndrome	OMIM:242840	1/8661	0.00%	-11.632
393	Wiedemann-Steiner syndrome	OMIM:605130	1/8661	0.00%	-11.632
394	Orofaciodigital syndrome XIV	OMIM:615948	1/8661	0.00%	-11.636
395	GM1-gangliosidosis, type I	OMIM:230500	1/8661	0.00%	-11.641
396	Developmental delay with or without dysmorphic facies and autism	OMIM:618454	1/8661	0.00%	-11.664
397	CHIME syndrome	OMIM:280000	1/8661	0.00%	-11.666
398	Baraitser-Winter syndrome 1	OMIM:243310	1/8661	0.00%	-11.676
399	Mucopolysaccharidosis type IVB (Morquio)	OMIM:253010	1/8661	0.00%	-11.687
400	Short-Rib thoracic dysplasia 13 with or without polydactyly	OMIM:616300	1/8661	0.00%	-11.688
401	Mandibulofacial dysostosis with ptosis, autosomal dominant	OMIM:608257	1/8661	0.00%	-11.711
402	Raine syndrome	OMIM:259775	1/8661	0.00%	-11.715
403	Rajab interstitial lung disease with brain calcifications 2	OMIM:619013	1/8661	0.00%	-11.763
404	Spondylometaphyseal dysplasia, X-linked	OMIM:313420	1/8661	0.00%	-11.766
405	Chromosome 6q25-q25 deletion syndrome	OMIM:612863	1/8661	0.00%	-11.789
406	Noonan syndrome 6	OMIM:613224	1/8661	0.00%	-11.794
407	Congenital disorder of glycosylation with defective fucosylation 1	OMIM:618005	1/8661	0.00%	-11.795
408	Myopathy, congenital, with diaphragmatic defects, respiratory insufficiency, and dysmorphic facies	OMIM:618975	1/8661	0.00%	-11.812
409	Infantile sialic acid storage disease	OMIM:269920	1/8661	0.00%	-11.815
410	Immunodeficiency 94 with autoinflammation and dysmorphic facies	OMIM:619750	1/8661	0.00%	-11.831
411	Elsahy-Waters syndrome	OMIM:211380	1/8661	0.00%	-11.838
412	-M syndrome 2	OMIM:612921	1/8661	0.00%	-11.84
413	Spondylocostal dysostosis 3, autosomal recessive	OMIM:609813	1/8661	0.00%	-11.854
414	Arthrogryposis, distal, type 5D	OMIM:615065	1/8661	0.00%	-11.861
415	Craniofacioskeletal syndrome	OMIM:300712	1/8661	0.00%	-11.864
416	Cerebrooculofacioskeletal syndrome 1	OMIM:214150	1/8661	0.00%	-11.912
417	Van Esch-O'Driscoll syndrome	OMIM:301030	1/8661	0.00%	-11.951
418	Atelosteogenesis, type III	OMIM:108721	1/8661	0.00%	-11.965
419	Spinal muscular atrophy, lower extremity-predominant, 2B, autosomal dominant	OMIM:618291	1/8661	0.00%	-11.969
420	Intellectual developmental disorder, autosomal dominant 7	OMIM:614104	1/8661	0.00%	-12.018
421	Gillessen-Kaesbach-Nishimura syndrome	OMIM:263210	1/8661	0.00%	-12.047
422	Moebius syndrome	OMIM:157900	1/8661	0.00%	-12.058
423	Aortic aneurysm, familial thoracic 4	OMIM:132900	1/8661	0.00%	-12.085
424	Branchiooculofacial syndrome	OMIM:113620	1/8661	0.00%	-12.095
425	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	OMIM:613563	1/8661	0.00%	-12.102
426	Schaaf-Yang syndrome	OMIM:615547	1/8661	0.00%	-12.105
427	Trichohepatoneurodevelopmental syndrome	OMIM:618268	1/8661	0.00%	-12.117
428	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	OMIM:616549	1/8661	0.00%	-12.127
429	Robinow syndrome, autosomal recessive 2	OMIM:618529	1/8661	0.00%	-12.13
430	Faciocardiomelic dysplasia, lethal	OMIM:227270	1/8661	0.00%	-12.137
431	Witteveen-Kolk syndrome	OMIM:613406	1/8661	0.00%	-12.141
432	Gaucher disease, perinatal lethal	OMIM:608013	1/8661	0.00%	-12.141
433	Spinocerebellar ataxia 29, congenital nonprogressive	OMIM:117360	1/8661	0.00%	-12.16
434	Fetal akinesia deformation sequence	OMIM:208150	1/8661	0.00%	-12.174
435	Multiple congenital anomalies-hypotonia-seizures syndrome 1	OMIM:614080	1/8661	0.00%	-12.192
436	Intellectual developmental disorder with impaired language and dysmorphic facies	OMIM:618653	1/8661	0.00%	-12.204
437	Fragile X syndrome	OMIM:300624	1/8661	0.00%	-12.206
438	Lymphedema, hereditary, III	OMIM:616843	1/8661	0.00%	-12.207
439	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures	OMIM:620224	1/8661	0.00%	-12.21
440	Neurodevelopmental disorder, X-linked, with craniofacial abnormalities	OMIM:301022	1/8661	0.00%	-12.212
441	Weaver syndrome	OMIM:277590	1/8661	0.00%	-12.226
442	Proteus syndrome, somatic	OMIM:176920	1/8661	0.00%	-12.229
443	Myopathy, congenital with structured cores and Z-line abnormalities	OMIM:618654	1/8661	0.00%	-12.253
444	Schinzel-Giedion midface-retraction syndrome	OMIM:269150	1/8661	0.00%	-12.256
445	Ullrich congenital muscular dystrophy 1B	OMIM:620727	1/8661	0.00%	-12.257
446	Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis	OMIM:618590	1/8661	0.00%	-12.274
447	King-Denborough syndrome	OMIM:619542	1/8661	0.00%	-12.28
448	Myopathy, areflexia, respiratory distress, and dysphagia, early-onset	OMIM:614399	1/8661	0.00%	-12.3
449	Al-Gazali-Bakalinova syndrome	OMIM:607131	1/8661	0.00%	-12.306
450	Wieacker-Wolff syndrome, female-restricted	OMIM:301041	1/8661	0.00%	-12.328
451	Chromosome 13q33-q34 deletion syndrome	OMIM:619148	1/8661	0.00%	-12.337
452	Camptodactyly syndrome, Guadalajara, type III	OMIM:611929	1/8661	0.00%	-12.351
453	Cerebellar ataxia, brain abnormalities, and cardiac conduction defects	OMIM:619576	1/8661	0.00%	-12.363
454	Intellectual developmental disorder, autosomal dominant 66	OMIM:619910	1/8661	0.00%	-12.369
455	Cutis laxa, autosomal recessive, type IC	OMIM:613177	1/8661	0.00%	-12.382
456	Short stature, auditory canal atresia, mandibular hypoplasia, andskeletal abnormalities	OMIM:602471	1/8661	0.00%	-12.389
457	Glycosylphosphatidylinositol biosynthesis defect 18	OMIM:618143	1/8661	0.00%	-12.419
458	Geleophysic dysplasia 1	OMIM:231050	1/8661	0.00%	-12.425
459	Spondylometaphyseal dysplasia, Megarbane-Dagher-Melki type	OMIM:613320	1/8661	0.00%	-12.435
460	Intellectual developmental disorder, X-linked syndromic 33	OMIM:300966	1/8661	0.00%	-12.455
461	Congenital disorder of glycosylation, type IE	OMIM:608799	1/8661	0.00%	-12.47
462	Neuhauser syndrome	OMIM:249310	1/8661	0.00%	-12.489
463	Otopalatodigital syndrome, type I	OMIM:311300	1/8661	0.00%	-12.493
464	Morimoto-Ryu-Malicdan neuromuscular syndrome	OMIM:621010	1/8661	0.00%	-12.505
465	Dyssegmental dysplasia, Silverman-Handmaker type	OMIM:224410	1/8661	0.00%	-12.532
466	Kniest dysplasia	OMIM:156550	1/8661	0.00%	-12.533
467	Spondyloepimetaphyseal dysplasia, Strudwick type	OMIM:184250	1/8661	0.00%	-12.575
468	Lymphedema-Distichiasis syndrome	OMIM:153400	1/8661	0.00%	-12.577
469	Jeffries-Lakhani neurodevelopmental syndrome	OMIM:620771	1/8661	0.00%	-12.582
470	Transaldolase deficiency	OMIM:606003	1/8661	0.00%	-12.594
471	Velocardiofacial syndrome	OMIM:192430	1/8661	0.00%	-12.6
472	Postaxial acrofacial dysostosis	OMIM:263750	1/8661	0.00%	-12.611
473	Neurodevelopmental disorder with early-onset seizures, facial dysmorphism, and behavioral abnormalities	OMIM:621390	1/8661	0.00%	-12.624
474	Cornelia de Lange syndrome 3	OMIM:610759	1/8661	0.00%	-12.634
475	Larsen-Like syndrome	OMIM:608545	1/8661	0.00%	-12.638
476	Neurodevelopmental disorder with poor growth, seizures, and brain abnormalities	OMIM:621154	1/8661	0.00%	-12.666
477	Nablus mask-like facial syndrome	OMIM:608156	1/8661	0.00%	-12.669
478	Chromosome 3pter-p25 deletion syndrome	OMIM:613792	1/8661	0.00%	-12.67
479	Neurodevelopmental disorder with characteristic facial and ectodermal features and tetraparesis 1	OMIM:620888	1/8661	0.00%	-12.677
480	Mandibuloacral dysplasia	OMIM:248370	1/8661	0.00%	-12.677
481	Hypertrophic osteoarthropathy, primary, autosomal recessive 1	OMIM:259100	1/8661	0.00%	-12.679
482	Keutel syndrome	OMIM:245150	1/8661	0.00%	-12.707
483	Osteogenesis imperfecta, type VII	OMIM:610682	1/8661	0.00%	-12.712
484	Noonan syndrome 14	OMIM:619745	1/8661	0.00%	-12.731
485	Neurodevelopmental disorder with progressive spasticity and brain abnormalities	OMIM:621102	1/8661	0.00%	-12.733
486	Cardiofaciocutaneous syndrome 3	OMIM:615279	1/8661	0.00%	-12.739
487	Carnitine palmitoyltransferase II deficiency, lethal neonatal	OMIM:608836	1/8661	0.00%	-12.774
488	Fucosidosis	OMIM:230000	1/8661	0.00%	-12.785
489	Occipital horn syndrome	OMIM:304150	1/8661	0.00%	-12.827
490	Johanson-Blizzard syndrome	OMIM:243800	1/8661	0.00%	-12.829
491	Congenital disorder of glycosylation, type It	OMIM:614921	1/8661	0.00%	-12.832
492	Hirschsprung disease, cardiac defects, and autonomic dysfunction	OMIM:613870	1/8661	0.00%	-12.851
493	Lamb-Shaffer syndrome	OMIM:616803	1/8661	0.00%	-12.855
494	Aortic aneurysm, familial thoracic 10	OMIM:617168	1/8661	0.00%	-12.864
495	Basel-Vanagaite-Smirin-Yosef syndrome	OMIM:616449	1/8661	0.00%	-12.866
496	Congenital hemidysplasia with ichthyosiform erythroderma and limb defects	OMIM:308050	1/8661	0.00%	-12.868
497	Psychomotor retardation, epilepsy, and craniofacial dysmorphism	OMIM:614501	1/8661	0.00%	-12.872
498	Rajab interstitial lung disease with brain calcifications	OMIM:613658	1/8661	0.00%	-12.873
499	Osteogenesis imperfecta, type XIII	OMIM:614856	1/8661	0.00%	-12.883
500	Oculoectodermal syndrome	OMIM:600268	1/8661	0.00%	-12.915
501	Glycogen storage disease II	OMIM:232300	1/8661	0.00%	-12.92
502	Rhizomelic skeletal dysplasia with or without Pelger-Huet anomaly	OMIM:618019	1/8661	0.00%	-12.94
503	Immunodeficiency 133 with ectodermal dysplasia with or without peripheral neuropathy	OMIM:621254	1/8661	0.00%	-12.941
504	Kleefstra syndrome 1	OMIM:610253	1/8661	0.00%	-12.956
505	Vater associationvacterl association, included	OMIM:192350	1/8661	0.00%	-12.977
506	Myasthenic syndrome, congenital, 19	OMIM:616720	1/8661	0.00%	-12.996
507	Aortic valve disease 2	OMIM:614823	1/8661	0.00%	-13
508	Craniometadiaphyseal dysplasia	OMIM:269300	1/8661	0.00%	-13.001
509	Mandibuloacral dysplasia with type B lipodystrophy	OMIM:608612	1/8661	0.00%	-13.018
510	Alkuraya-Kucinskas syndrome	OMIM:617822	1/8661	0.00%	-13.033
511	Arthrogryposis multiplex congenita 5	OMIM:618947	1/8661	0.00%	-13.058
512	Primordial dwarfism-immunodeficiency-lipodystrophy syndrome	OMIM:620005	1/8661	0.00%	-13.061
513	Cousin syndrome	OMIM:260660	1/8661	0.00%	-13.065
514	Chromosome 10q26 deletion syndrome	OMIM:609625	1/8661	0.00%	-13.077
515	Seckel syndrome 9	OMIM:616777	1/8661	0.00%	-13.077
516	Osteogenesis imperfecta, type IX	OMIM:259440	1/8661	0.00%	-13.1
517	Greenberg skeletal dysplasia	OMIM:215140	1/8661	0.00%	-13.105
518	Spondyloepimetaphyseal dysplasia, Krakow type	OMIM:618162	1/8661	0.00%	-13.111
519	Cowden syndrome 5	OMIM:615108	1/8661	0.00%	-13.115
520	Myopathy, mitochondrial, and ataxia	OMIM:617675	1/8661	0.00%	-13.115
521	Ehlers-Danlos syndrome, arthrochalasia type, 1	OMIM:130060	1/8661	0.00%	-13.12
522	Achondroplasia	OMIM:100800	1/8661	0.00%	-13.123
523	Saul-Wilson syndrome	OMIM:618150	1/8661	0.00%	-13.13
524	Arthrogryposis, distal, type 1C	OMIM:619110	1/8661	0.00%	-13.138
525	Popliteal pterygium syndrome, Bartsocas-Papas type 1	OMIM:263650	1/8661	0.00%	-13.157
526	Growth retardation, developmental delay, coarse facies, and earlydeath	OMIM:612938	1/8661	0.00%	-13.161
527	Congenital disorder of glycosylation, type IIw	OMIM:619525	1/8661	0.00%	-13.175
528	Multiple mitochondrial dysfunctions syndrome 9B	OMIM:620887	1/8661	0.00%	-13.192
529	Epileptic encephalopathy, early infantile, 77	OMIM:618548	1/8661	0.00%	-13.21
530	Spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	OMIM:611717	1/8661	0.00%	-13.228
531	Linear skin defects with multiple congenital anomalies 1	OMIM:309801	1/8661	0.00%	-13.228
532	Band-Like calcification with simplified gyration and polymicrogyria	OMIM:251290	1/8661	0.00%	-13.23
533	Axenfeld-rieger syndrome, type 2	OMIM:601499	1/8661	0.00%	-13.252
534	Intellectual developmental disorder, autosomal recessive 61	OMIM:617773	1/8661	0.00%	-13.253
535	Heterotaxy, visceral, 7, autosomal	OMIM:616749	1/8661	0.00%	-13.271
536	Li-Takada-Miyake syndrome	OMIM:621212	1/8661	0.00%	-13.285
537	Coffin-Siris syndrome 4	OMIM:614609	1/8661	0.00%	-13.301
538	Congenital disorder of glycosylation, type Iu	OMIM:615042	1/8661	0.00%	-13.309
539	Microcephaly, progressive, with simplified gyral pattern and cerebellar hypoplasia	OMIM:621436	1/8661	0.00%	-13.319
540	Arthrogryposis, distal, type 12	OMIM:620545	1/8661	0.00%	-13.321
541	Spondyloepiphyseal dysplasia tarda, autosomal dominant	OMIM:184100	1/8661	0.00%	-13.326
542	Spondyloepimetaphyseal dysplasia, sponastrime type	OMIM:271510	1/8661	0.00%	-13.328
543	Alagille syndrome 1	OMIM:118450	1/8661	0.00%	-13.331
544	Multiple congenital anomalies-hypotonia-seizures syndrome 3	OMIM:615398	1/8661	0.00%	-13.332
545	Diamond-Blackfan anemia 7	OMIM:612562	1/8661	0.00%	-13.335
546	Scheie syndrome	OMIM:607016	1/8661	0.00%	-13.337
547	Marshall syndrome	OMIM:154780	1/8661	0.00%	-13.338
548	Mesoaxial hexadactyly and cardiac malformation	OMIM:249670	1/8661	0.00%	-13.343
549	Ehlers-Danlos syndrome, kyphoscoliotic type, 1	OMIM:225400	1/8661	0.00%	-13.356
550	Zimmermann-Laband syndrome 3	OMIM:618658	1/8661	0.00%	-13.361
551	Congenital myopathy 23	OMIM:609285	1/8661	0.00%	-13.366
552	Galloway-Mowat syndrome 2, X-linked	OMIM:301006	1/8661	0.00%	-13.377
553	Nemaline myopathy 1	OMIM:609284	1/8661	0.00%	-13.382
554	Cranioectodermal dysplasia 6	OMIM:621337	1/8661	0.00%	-13.385
555	Histiocytosis-lymphadenopathy plus syndrome	OMIM:602782	1/8661	0.00%	-13.396
556	Microphthalmia, syndromic 6	OMIM:607932	1/8661	0.00%	-13.397
557	Dandy-Walker malformation with postaxial polydactyly	OMIM:220220	1/8661	0.00%	-13.4
558	Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder	OMIM:617360	1/8661	0.00%	-13.423
559	Heterotaxy, visceral, 5	OMIM:270100	1/8661	0.00%	-13.433
560	Neurodevelopmental disorder with growth retardation, dysmorphic facies, and corpus callosum abnormalities	OMIM:620113	1/8661	0.00%	-13.439
561	Chromosome 15q25 deletion syndrome	OMIM:614294	1/8661	0.00%	-13.443
562	Developmental delay with sleep apnea	OMIM:621402	1/8661	0.00%	-13.45
563	Intellectual developmental disorder, X-linked syndromic 13	OMIM:300055	1/8661	0.00%	-13.45
564	Warburg micro syndrome 3	OMIM:614222	1/8661	0.00%	-13.45
565	Right atrial isomerism (Ivemark)	OMIM:208530	1/8661	0.00%	-13.451
566	Phelan-Mcdermid syndrome	OMIM:606232	1/8661	0.00%	-13.466
567	Intellectual developmental disorder, autosomal dominant 1	OMIM:156200	1/8661	0.00%	-13.473
568	Congenital disorder of glycosylation, type IIe	OMIM:608779	1/8661	0.00%	-13.48
569	Immunoskeletal dysplasia with neurodevelopmental abnormalitie	OMIM:617425	1/8661	0.00%	-13.495
570	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	OMIM:615471	1/8661	0.00%	-13.512
571	Tessadori-van Haaften neurodevelopmental syndrome 4	OMIM:619951	1/8661	0.00%	-13.523
572	Lipodystrophy, congenital generalized, type 4	OMIM:613327	1/8661	0.00%	-13.523
573	Congenital arthrogryposis with anterior horn cell disease	OMIM:611890	1/8661	0.00%	-13.523
574	Neuropathy, hereditary motor and sensory, type VIB	OMIM:616505	1/8661	0.00%	-13.525
575	Corpus callosum, agenesis of, with abnormal genitalia	OMIM:300004	1/8661	0.00%	-13.525
576	Congenital heart defects, multiple types, 2	OMIM:614980	1/8661	0.00%	-13.552
577	Schimmelpenning-Feuerstein-Mims syndrome	OMIM:163200	1/8661	0.00%	-13.557
578	Neurodevelopmental disorder with hypotonia and brain abnormalities	OMIM:619512	1/8661	0.00%	-13.587
579	Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis	OMIM:618363	1/8661	0.00%	-13.617
580	Nemaline myopathy 2, autosomal recessive	OMIM:256030	1/8661	0.00%	-13.624
581	Diamond-blackfan anemia 10	OMIM:613309	1/8661	0.00%	-13.637
582	Autoinflammatory disease, systemic, with vasculitis	OMIM:620376	1/8661	0.00%	-13.638
583	Seckel syndrome 1	OMIM:210600	1/8661	0.00%	-13.655
584	Alpha-mannosidosis	OMIM:248500	1/8661	0.00%	-13.655
585	Atrial standstill 2	OMIM:615745	1/8661	0.00%	-13.661
586	Cenani-Lenz syndactyly syndrome	OMIM:212780	1/8661	0.00%	-13.663
